"TOA5","Pestemon_GH","CR1000X","23313","CR1000X.Std.04.02","CPU:Penstemon_GH_BH ed 05112022.CR1X","46565","ATMOS14_Table"
"TIMESTAMP","RECORD","vaporPress_Avg","temperature_Avg","relativeHumidity_Avg","atmosphericPress_Avg","vaporPress_Max","temperature_Max","relativeHumidity_Max","atmosphericPress_Max","vaporPress_Min","temperature_Min","relativeHumidity_Min","atmosphericPress_Min","vaporPress_Std","temperature_Std","relativeHumidity_Std","atmosphericPress_Std"
"TS","RN","kPa","C","unitless","kPa","kPa","C","unitless","kPa","kPa","C","unitless","kPa","kPa","C","unitless","kPa"
"","","Avg","Avg","Avg","Avg","Max","Max","Max","Max","Min","Min","Min","Min","Std","Std","Std","Std"
"2022-05-14 07:30:00",128,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 08:00:00",129,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 08:30:00",130,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 09:00:00",131,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 09:30:00",132,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 10:00:00",133,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 10:30:00",134,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 11:00:00",135,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 11:30:00",136,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 12:00:00",137,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 12:30:00",138,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 13:00:00",139,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 13:30:00",140,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 14:00:00",141,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 14:30:00",142,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 15:00:00",143,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 15:30:00",144,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 16:00:00",145,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 16:30:00",146,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 17:00:00",147,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 17:30:00",148,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 18:00:00",149,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 18:30:00",150,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 19:00:00",151,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 19:30:00",152,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 20:00:00",153,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 20:30:00",154,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 21:00:00",155,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 21:30:00",156,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 22:00:00",157,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 22:30:00",158,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 23:00:00",159,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-14 23:30:00",160,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 00:00:00",161,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 00:30:00",162,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 01:00:00",163,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 01:30:00",164,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 02:00:00",165,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 02:30:00",166,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 03:00:00",167,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 03:30:00",168,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 04:00:00",169,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 04:30:00",170,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 05:00:00",171,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 05:30:00",172,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 06:00:00",173,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 06:30:00",174,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 07:00:00",175,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 07:30:00",176,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 08:00:00",177,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 08:30:00",178,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 09:00:00",179,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 09:30:00",180,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 10:00:00",181,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 10:30:00",182,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 11:00:00",183,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 11:30:00",184,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 12:00:00",185,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 12:30:00",186,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 13:00:00",187,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 13:30:00",188,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 14:00:00",189,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 14:30:00",190,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 15:00:00",191,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 15:30:00",192,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 16:00:00",193,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 16:30:00",194,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 17:00:00",195,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 17:30:00",196,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 18:00:00",197,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 18:30:00",198,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 19:00:00",199,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 19:30:00",200,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2022-05-15 20:00:00",201,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
